time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-02 00:00:00+00:00,26,14,0,0
2026-06-03 00:00:00+00:00,13,9,0,0
2026-06-04 00:00:00+00:00,25,12,0,0
2026-06-05 00:00:00+00:00,12,7,0,0
2026-06-06 00:00:00+00:00,39,18,0,0
2026-06-07 00:00:00+00:00,36,15,0,0
2026-06-08 00:00:00+00:00,30,12,0,0
2026-06-09 00:00:00+00:00,32,12,4,1
2026-06-10 00:00:00+00:00,61,24,40,1
2026-06-11 00:00:00+00:00,39,15,1,1
2026-06-12 00:00:00+00:00,45,18,0,0
2026-06-13 00:00:00+00:00,39,18,0,0
2026-06-14 00:00:00+00:00,42,14,0,0
2026-06-15 00:00:00+00:00,50,18,0,0
