time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,35,13,0,0
2026-04-28 00:00:00+00:00,55,20,0,0
2026-04-29 00:00:00+00:00,80,27,0,0
2026-04-30 00:00:00+00:00,47,13,0,0
2026-05-01 00:00:00+00:00,68,16,0,0
2026-05-02 00:00:00+00:00,73,22,0,0
2026-05-03 00:00:00+00:00,79,27,0,0
2026-05-04 00:00:00+00:00,65,25,0,0
2026-05-05 00:00:00+00:00,91,25,0,0
2026-05-06 00:00:00+00:00,52,19,0,0
2026-05-07 00:00:00+00:00,45,19,0,0
2026-05-08 00:00:00+00:00,74,28,0,0
2026-05-09 00:00:00+00:00,37,16,0,0
2026-05-10 00:00:00+00:00,44,18,0,0
